Аварийность,Адрес,Безопасность,Газоснабжение,Год постройки,Жилая,Инфраструктура,Кухня,Лифты,Метро 0,Метро 1,Метро 2,Мусоропровод,Название,Общая,Отопление,Отрицательное соседство,Парковка,Подъезды,Положительное соседство,Построен,Срок сдачи,Строительная серия,Тип дома,Тип перекрытий,Транспорт,Цена,Цена за квадрат,Экология,Этаж
,"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16",,,,"32,6 м²",,"12,8 м²","1 пассажирский, 1 грузовой", ⋅  7 мин. пешком, ⋅  4 мин. на транспорте, откроется в 2022,,"2-комн. квартира, 68,2 м²","68,2 м²",,,,,,,,,,,,19150000,280 792,,2 из 15
,"Москва, СВАО, р-н Алексеевский, Новоалексеевская ул., 16С1",,,,"31,6 м²",,"13,5 м²","1 пассажирский, 1 грузовой", ⋅  7 мин. пешком, ⋅  4 мин. на транспорте, откроется в 2022,,"2-комн. квартира, 63,4 м²","63,4 м²",,,,,,,,,,,,17490000,275 868,,2 из 15
,"Москва, НАО (Новомосковский), Сосенское поселение, бул. Скандинавский, 3к2",,,,19 м²,,11 м²,"1 пассажирский, 1 грузовой", ⋅  15 мин. на транспорте, ⋅  15 мин. на транспорте, ⋅  4 мин. на транспорте,,"1-комн. квартира, 35 м²",35 м²,,,,,,,,,,,,5300000,151 429,,5 из 16
,"Москва, ЦАО, р-н Таганский, Нижегородская ул., 32сБ",,,,10 м²,,3 м²,, ⋅  15 мин. пешком, ⋅  15 мин. пешком, ⋅  15 мин. пешком,,"1-комн. апартаменты, 16 м²",16 м²,,,,,,,,,,,,4000000,250 000,,7 из 7
,"Москва, САО, р-н Беговой, Ленинградский просп., вл31",,,,40 м²,,8 м²,, ⋅  7 мин. пешком, ⋅  10 мин. пешком, ⋅  1 мин. на транспорте,,"2-комн. квартира, 63,5 м²","63,5 м²",,,,,,,,,,,,15200000,239 370,,2 из 19
Нет,"Москва, САО, р-н Войковский, Головинское ш., 10Б",,,2019,"12,8 м²",,"18,6 м²","1 пассажирский, 1 грузовой", ⋅  10 мин. пешком,,,,"1-комн. квартира, 41,8 м²","41,8 м²",Центральное,,,3,,,,,Монолитный,Железобетонные,,10077000,241 077,,11 из 36
,"Москва, ЦАО, р-н Тверской, Новослободская ул., 24Ас2",,,,40 м²,,,"2 пассажирских, 1 грузовой", ⋅  6 мин. пешком, ⋅  9 мин. пешком, ⋅  15 мин. пешком,,"1-комн. квартира, 57,9 м²","57,9 м²",,,Подземная,,,2019,,,,,,37110000,640 933,,4 из 10
,"Москва, ЗАО, р-н Филевский парк, Береговой жилой комплекс, к1",,,,"12,5 м²",,"15,9 м²","2 пассажирских, 2 грузовых", ⋅  15 мин. пешком, ⋅  14 мин. пешком, ⋅  4 мин. на транспорте,,"1-комн. квартира, 39,9 м²","39,9 м²",,,Открытая,,,,1 кв. 2020,,,,,11200000,280 702,,8 из 29
,"Москва, ЮАО, р-н Даниловский, 3-й Автозаводский проезд, вл13",,,,50 м²,,,, ⋅  3 мин. пешком, ⋅  5 мин. на транспорте, ⋅  16 мин. пешком,,"2-комн. апартаменты, 64,7 м²","64,7 м²",,,,,,,,,,,,17924670,277 043,,13 из 16
Нет,"Москва, САО, р-н Войковский, Головинское ш., 10Б",,,2019,"27,8 м²",,"16,6 м²","1 пассажирский, 1 грузовой", ⋅  10 мин. пешком,,,,"2-комн. квартира, 67,2 м²","67,2 м²",Центральное,,,3,,,,,Монолитный,Железобетонные,,15193000,226 086,,32 из 36
Нет,"Москва, ЮВАО, р-н Выхино-Жулебино, Самаркандский бул., 10К2",,Центральное,1969,29 м²,,6 м²,1 пассажирский, ⋅  10 мин. пешком,,,Есть,"2-комн. квартира, 46 м²",46 м²,Центральное,,Наземная,6,,1969,,II-49,Панельный,Железобетонные,,7600000,165 217,,5 из 9
,"Москва, ЮВАО, р-н Марьино, Донецкая ул., 30С11",,,,"30,7 м²",,"10,7 м²","1 пассажирский, 1 грузовой", ⋅  6 мин. на транспорте,,,,"2-комн. квартира, 56,5 м²","56,5 м²",,,Подземная,,,,,,,,,10000000,176 991,,10 из 19
Нет,"Москва, САО, р-н Войковский, Головинское ш., 10Б",,,2019,45 м²,,,Нет, ⋅  3 мин. на транспорте, ⋅  14 мин. пешком, ⋅  19 мин. пешком,,"2-комн. квартира, 63,6 м²","63,6 м²",Центральное,,,3,,2019,,,Монолитный,Железобетонные,,13830000,217 453,,14 из 36
,"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 1",,,,"11,8 м²",,"15,4 м²",, ⋅  15 мин. пешком, ⋅  15 мин. пешком, ⋅  13 мин. пешком,,"1-комн. квартира, 35,56 м²","35,56 м²",,,,,,,,,,,,7840000,220 472,,7 из 12
,"Московская область, Химки, мкр. Клязьма-Старбеево, Международный квартал, Загородный квартал жилой комплекс",,,,22 м²,,10 м²,1 грузовой, ⋅  18 мин. на транспорте, ⋅  25 мин. на транспорте,,,"1-комн. квартира, 49,1 м²","49,1 м²",,,Подземная,,,2017,,,Монолитный,,,4000000,81 466,,2 из 5
Нет,"Московская область, Красногорск городской округ, Путилково деревня, бул. Спасо-Тушинский, 3",,,2017,,,,2 грузовых, ⋅  10 мин. на транспорте,,,Нет,"1-комн. квартира, 44,5 м²","44,5 м²",Центральное,,Наземная,5,,2017,,,Монолитный,Железобетонные,,5900000,132 584,,4 из 27
Нет,"Московская область, Королев, мкр. Юбилейный, ул. Большая Комитетская, 20",,,2009,19 м²,,11 м²,1 пассажирский, ⋅  35 мин. на транспорте,,,,"1-комн. квартира, 38,7 м²","38,7 м²",Центральное,,Наземная,3,,2009,,,Панельный,Железобетонные,,3900000,100 775,,1 из 8
,"Московская область, Королев, мкр. Костино, Валентиновка микрорайон, ул. Баумана, 12",,,,"17,8 м²",,"9,8 м²",, ⋅  35 мин. на транспорте,,,,"1-комн. квартира, 38,1 м²","38,1 м²",,,,,,2014,,,,,,4200000,110 236,,2 из 5
,"Москва, СВАО, р-н Отрадное, Нововладыкинский проезд, 1к2",,,,"15,2 м²",,8 м²,"1 пассажирский, 1 грузовой", ⋅  4 мин. на транспорте, ⋅  5 мин. на транспорте, ⋅  14 мин. пешком,,"1-комн. квартира, 34 м²",34 м²,,,Наземная,,,,,,,,,7500000,220 588,,16 из 18
Нет,"Москва, ЮАО, р-н Даниловский, Духовской пер., 12",,,1983,20 м²,,10 м²,"1 пассажирский, 1 грузовой", ⋅  10 мин. пешком,,,,"1-комн. квартира, 35 м²",35 м²,Центральное,,Наземная,1,,,,ii-68,,,,8100000,231 429,,12 из 16
,"Москва, ЦАО, р-н Пресненский, пер. Красина, 16С1",,,,25 м²,,12 м²,"1 пассажирский, 1 грузовой", ⋅  14 мин. пешком,,,,"1-комн. апартаменты, 40,3 м²","40,3 м²",,,Подземная,,,,,,,,,13650000,338 710,,3 из 9
Нет,"Москва, ЗАО, р-н Кунцево, Ярцевская ул., 34К2",,,2019,30 м²,,19 м²,"1 пассажирский, 1 грузовой", ⋅  4 мин. пешком,,,,"2-комн. квартира, 68 м²",68 м²,Центральное,,,2,,,,,Монолитный,Железобетонные,,22500000,330 882,,3 из 24
Нет,"Москва, ЮЗАО, р-н Ясенево, Ясногорская ул., 13К2",,,1985,31 м²,,10 м²,1 пассажирский, ⋅  2 мин. пешком, ⋅  17 мин. пешком, ⋅  20 мин. пешком,Есть,"2-комн. квартира, 57,2 м²","57,2 м²",Центральное,,,1,,1985,,И-700,Монолитный,Железобетонные,,11600000,202 797,,2 из 22
Нет,"Москва, ЗАО, р-н Кунцево, ул. Коцюбинского, 10",,Центральное,2006,33 м²,,10 м²,"1 пассажирский, 1 грузовой", ⋅  10 мин. пешком, ⋅  15 мин. пешком,,Есть,"2-комн. квартира, 55 м²",55 м²,Центральное,,,5,,,,,Панельный,Железобетонные,,10950000,199 091,,9 из 14
Нет,"Москва, ЮЗАО, р-н Зюзино, ул. Каховка, 6",,Центральное,1966,"28,8 м²",,6 м²,2 пассажирских, ⋅  9 мин. пешком, ⋅  11 мин. пешком, ⋅  26 мин. пешком,,"2-комн. квартира, 45,4 м²","45,4 м²",Центральное,,Наземная,1,,,,II-18,Блочный,Железобетонные,,8350000,183 921,,5 из 12
,"Московская область, Красногорск, мкр. Чернево, бул. Космонавтов",,,,"24,3 м²",,"16,9 м²","1 пассажирский, 1 грузовой", ⋅  20 мин. на транспорте, ⋅  8 мин. на транспорте,,,"2-комн. квартира, 58,9 м²","58,9 м²",,,,,,,,,Монолитный,,,58580600,994 577,,15 из 25
Нет,"Москва, ЮВАО, р-н Рязанский, Окская ул., 44К2",,Центральное,1965,22 м²,,6 м²,1 пассажирский, ⋅  <1 мин. на транспорте, ⋅  10 мин. пешком,,,"2-комн. квартира, 39 м²",39 м²,Центральное,,,1,,1965,,II-18,Блочный,Железобетонные,,6240000,160 000,,9 из 9
,"Москва, НАО (Новомосковский), Коммунарка поселок, Бунинские Луга жилой комплекс, к2.1",,,,"11,6 м²",,"11,4 м²","1 пассажирский, 1 грузовой", ⋅  23 мин. на транспорте,,,,"1-комн. квартира, 34,6 м²","34,6 м²",,,,,,,,,,,,6100000,176 301,,2 из 17
,"Москва, НАО (Новомосковский), Коммунарка поселок, Бунинские Луга жилой комплекс, к2.1",,,,"12,9 м²",,"10,5 м²","1 пассажирский, 1 грузовой", ⋅  23 мин. на транспорте,,,,"1-комн. квартира, 33,5 м²","33,5 м²",,,,,,,,,,,,6100000,182 090,,2 из 17
Нет,"Москва, ЮЗАО, р-н Котловка, Нагорная ул., 38К2",,Центральное,1962,"24,7 м²",,6 м²,Нет, ⋅  15 мин. на транспорте, ⋅  20 мин. пешком,,,"1-комн. квартира, 34,3 м²","34,3 м²",Центральное,,,10,,,,1-511,Кирпичный,Железобетонные,,7200000,209 913,,4 из 5
Нет,"Москва, ЮАО, р-н Москворечье-Сабурово, Кантемировская ул., 22К1",,,1989,,,,"1 пассажирский, 1 грузовой", ⋅  4 мин. на транспорте, ⋅  4 мин. пешком,,,"1-комн. квартира, 19,5 м²","19,5 м²",Центральное,,,9,,1988,,П-44,Панельный,Железобетонные,,4250000,217 949,,1 из 17
Нет,"Москва, ЗАО, р-н Кунцево, Рублевское ш., 101",,,2019,,,,"1 пассажирский, 1 грузовой", ⋅  <1 мин. на транспорте,,,,"2-комн. квартира, 53,3 м²","53,3 м²",,,,14,,2018,,,,,,15000000,281 426,,3 из 26
Нет,"Москва, ЦАО, р-н Басманный, Нижняя Красносельская ул., 35С23",,,2016,50 м²,,,Нет, ⋅  9 мин. пешком, ⋅  11 мин. пешком, ⋅  19 мин. пешком,,"2-комн. апартаменты, 75,4 м²","75,4 м²",,,,,,2016,,,Монолитный,,,20372800,270 196,,3 из 5
,"Московская область, Одинцово, Северная ул., 5к2",,,,"18,7 м²",,12 м²,3 пассажирских, ⋅  28 мин. на транспорте,,,,"1-комн. квартира, 39,69 м²","39,69 м²",,,,,,2019,,,,,,4550000,114 638,,7 из 24
,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала, 1к2",,,,"15,4 м²",,"16,3 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. пешком, ⋅  4 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. квартира, 49,5 м²","49,5 м²",,,,,,,,,,,,15365000,310 404,,10 из 14
,"Москва, СЗАО, р-н Щукино, Авиационная ул., 77к2",,,,"39,8 м²",,12 м²,"2 пассажирских, 1 грузовой", ⋅  10 мин. пешком, ⋅  10 мин. на транспорте, ⋅  14 мин. на транспорте,,"2-комн. квартира, 82,3 м²","82,3 м²",,,,,,,,,,,,23644339,287 295,,31 из 32
Нет,"Москва, ЗАО, р-н Раменки, Минская ул., 2",,,2017,"36,4 м²",,"26,1 м²","3 пассажирских, 1 грузовой", ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  20 мин. на транспорте,,"2-комн. квартира, 110,5 м²","110,5 м²",Центральное,,,2,,,,,Монолитный,Железобетонные,,37888700,342 884,,6 из 36
Нет,"Москва, ЮАО, р-н Чертаново Южное, Россошанская ул., 1К1",,,1971,28 м²,,6 м²,2 пассажирских, ⋅  5 мин. пешком,,,Нет,"2-комн. квартира, 42 м²",42 м²,Центральное,,Открытая,16,,,,II-49,Панельный,Железобетонные,,8200000,195 238,,11 из 12
Нет,"Москва, ЦАО, р-н Хамовники, 1-й Зачатьевский пер., 5",,,2005,,,,"1 пассажирский, 1 грузовой", ⋅  5 мин. на транспорте, ⋅  10 мин. пешком, ⋅  11 мин. пешком,,"2-комн. квартира, 168 м²",168 м²,Центральное,,,4,,2005,,,Монолитный,Железобетонные,,139000000,827 381,,3 из 8
,"Москва, ЮАО, р-н Даниловский, наб. Марка Шагала, 1к2",,,,"14,6 м²",,"12,2 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. пешком, ⋅  4 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. квартира, 41,6 м²","41,6 м²",,,,,,,,,,,,12748000,306 442,,14 из 14
,"Московская область, Мытищи городской округ, Императорские Мытищи жилой комплекс, бул. Тенистый, 8",,,,26 м²,,10 м²,1 пассажирский, ⋅  35 мин. на транспорте,,,,"2-комн. квартира, 51 м²",51 м²,,,Наземная,,,,,,,,,6060000,118 824,,1 из 6
Нет,"Московская область, Королев, мкр. Валентиновка, ул. Горького, 79к11",,,2015,"18,5 м²",,"9,1 м²",1 грузовой, ⋅  35 мин. на транспорте,,,,"1-комн. квартира, 34,6 м²","34,6 м²",Центральное,,,3,,2016,,,,Железобетонные,,4750000,137 283,,3 из 4
,"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 3",,,,"30,5 м²",,"17,9 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. пешком, ⋅  4 мин. на транспорте, ⋅  3 мин. на транспорте,,"2-комн. квартира, 71,4 м²","71,4 м²",,,,,,,,,,,,18503000,259 146,,5 из 14
,"Москва, САО, р-н Восточное Дегунино, Дубнинская ул., 42К2",,,,"28,3 м²",,"11,4 м²","1 пассажирский, 1 грузовой",,,,,"2-комн. квартира, 51 м²",51 м²,,,Наземная,,,,,,,,,7900000,154 902,,10 из 16
,"Москва, ЮАО, р-н Даниловский, Зиларт жилой комплекс, 16",,,,"15,6 м²",,"10,4 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. пешком, ⋅  4 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. квартира, 34,9 м²","34,9 м²",,,,,,,,,,,,9670000,277 077,,3 из 14
,"Московская область, Домодедово городской округ, Одинцово деревня, Бор территория",,,,17 м²,,6 м²,, ⋅  30 мин. на транспорте,,,,"1-комн. квартира, 31,4 м²","31,4 м²",,,,,,,,,,,,3100000,98 726,,3 из 5
Нет,"Москва, ЮАО, р-н Чертаново Центральное, Днепропетровская ул., 3К2",,Центральное,1971,30 м²,,"6,2 м²",1 пассажирский, ⋅  4 мин. пешком, ⋅  5 мин. на транспорте, ⋅  9 мин. пешком,Есть,"2-комн. квартира, 45 м²",45 м²,Центральное,,Наземная,6,,1971,,1-515,Монолитный,Железобетонные,,8500000,188 889,,8 из 9
,"Москва, ЮАО, р-н Даниловский, ул. Архитектора Щусева, 3",,,,26 м²,,20 м²,Нет, ⋅  7 мин. на транспорте, ⋅  11 мин. пешком, ⋅  20 мин. пешком,,"2-комн. квартира, 70 м²",70 м²,,,Подземная,,,,,,,,,18100000,258 571,,9 из 14
Нет,"Московская область, Пушкинский городской округ, Лесные Поляны поселок, Полянка микрорайон, 198",,Центральное,2010,"26,3 м²",,"9,7 м²",Нет, ⋅  35 мин. на транспорте,,,,"1-комн. квартира, 57,7 м²","57,7 м²",Котел/Квартирное отопление,,Наземная,1,,2015,,,Кирпичный,Железобетонные,,4850000,84 055,,2 из 3
Нет,"Московская область, Пушкино, мкр. Центральный, проезд 3-й Некрасовский, 3к3",,Центральное,2005,"21,4 м²",,"13,7 м²","1 пассажирский, 1 грузовой", ⋅  40 мин. на транспорте,,,,"1-комн. квартира, 53,7 м²","53,7 м²",Автономная котельная,,Наземная,4,,2005,,,Монолитный,Железобетонные,,5150000,95 903,,9 из 14
Нет,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8",,,2011,"24,7 м²",,"48,6 м²",1 пассажирский, ⋅  15 мин. пешком, ⋅  10 мин. на транспорте, ⋅  11 мин. на транспорте,,"1-комн. квартира, 94 м²",94 м²,Центральное,,Подземная,5,,2011,,,Монолитный,Железобетонные,,63466450,675 175,,33 из 52
,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к2с7",,,,,,,Нет, ⋅  14 мин. пешком, ⋅  4 мин. на транспорте,,,"2-комн. квартира, 85,1 м²","85,1 м²",,,Подземная,,,,,,,,,44999000,528 778,,6 из 21
,"Москва, ЦАО, р-н Арбат, ул. Арбат, 39",,,,,,,Нет, ⋅  <1 мин. пешком,,,Есть,"2-комн. квартира, 65,1 м²","65,1 м²",,,Подземная,,,,,,,,,54683999,840 000,,2 из 5
Нет,"Москва, НАО (Новомосковский), Щербинка, Южный квартал, 9",,,2016,18 м²,,10 м²,Нет, ⋅  15 мин. на транспорте,,,,"1-комн. квартира, 42 м²",42 м²,Индивидуальный тепловой пункт,,,5,,,,,Монолитный,Железобетонные,,6300000,150 000,,11 из 16
Нет,"Московская область, Балашиха, мкр. Новое Павлино, ул. Бояринова, 13",,,2019,"15,2 м²",,"10,2 м²","1 пассажирский, 1 грузовой", ⋅  32 мин. на транспорте, ⋅  5 мин. на транспорте, ⋅  7 мин. на транспорте,,"1-комн. квартира, 34,8 м²","34,8 м²",Центральное,,,6,,,,,Монолитный,Железобетонные,,3443000,98 937,,20 из 22
Нет,"Москва, САО, р-н Головинский, Головинское ш., 7",,,2018,30 м²,,15 м²,"2 пассажирских, 1 грузовой", ⋅  5 мин. пешком, ⋅  10 мин. на транспорте, ⋅  10 мин. на транспорте,,"2-комн. квартира, 54 м²",54 м²,Центральное,,Подземная,1,,2018,,,Монолитный,Железобетонные,,17550000,325 000,,7 из 30
,"Московская область, Ленинский городской округ, Володарского поселок, Центральная ул., 22",,,,"35,9 м²",,"12,3 м²",1 пассажирский, ⋅  26 мин. на транспорте, ⋅  27 мин. на транспорте, ⋅  28 мин. на транспорте,,"2-комн. квартира, 76,4 м²","76,4 м²",,,Открытая,,,,4 кв. 2019,,Монолитный,,,4584000,60 000,,2 из 9
,"Московская область, Ленинский городской округ, Володарского поселок, Центральная ул., 22",,,,"16,5 м²",,"8,5 м²",1 пассажирский, ⋅  26 мин. на транспорте, ⋅  27 мин. на транспорте, ⋅  28 мин. на транспорте,,"1-комн. квартира, 38,7 м²","38,7 м²",,,Открытая,,,,4 кв. 2019,,Монолитный,,,2941200,76 000,,6 из 9
,"Московская область, Ленинский городской округ, Володарского поселок, Центральная ул., 22",,,,"16,5 м²",,"8,5 м²",1 пассажирский, ⋅  26 мин. на транспорте, ⋅  27 мин. на транспорте, ⋅  28 мин. на транспорте,,"1-комн. квартира, 40,7 м²","40,7 м²",,,Открытая,,,,4 кв. 2019,,Монолитный,,,3052500,75 000,,8 из 9
,"Московская область, Ленинский городской округ, Володарского поселок, Центральная ул., 22",,,,"28,2 м²",,"10,3 м²",1 пассажирский, ⋅  26 мин. на транспорте, ⋅  27 мин. на транспорте, ⋅  28 мин. на транспорте,,"2-комн. квартира, 57,7 м²","57,7 м²",,,Открытая,,,,4 кв. 2019,,Монолитный,,,3923600,68 000,,4 из 9
Нет,"Московская область, Балашиха, мкр. Новое Павлино, ул. Бояринова, 13",,,2019,"15,2 м²",,"10,2 м²","1 пассажирский, 1 грузовой", ⋅  32 мин. на транспорте, ⋅  5 мин. на транспорте, ⋅  7 мин. на транспорте,,"1-комн. квартира, 36,1 м²","36,1 м²",Центральное,,,6,,,,,Монолитный,Железобетонные,,3535000,97 922,,14 из 22
,"Московская область, Пушкинский городской округ, Правдинский рп, ул. Герцена, 30к1",,,,,,,1 грузовой, ⋅  25 мин. на транспорте, ⋅  27 мин. на транспорте, ⋅  30 мин. на транспорте,Есть,"2-комн. квартира, 71 м²",71 м²,,,Наземная,,,,,,,,,6299999,88 732,,3 из 8
Нет,"Москва, ЗАО, р-н Можайский, Верейская ул., 29С151",,,2015,"63,5 м²",,"15,4 м²",Нет, ⋅  15 мин. пешком, ⋅  15 мин. пешком,,,"2-комн. апартаменты, 129 м²",129 м²,,,,,,,,,Монолитный,,,19350000,150 000,,3 из 7
Нет,"Москва, ЗАО, р-н Можайский, Верейская ул., 29С151",,,2015,"67,8 м²",,,Нет, ⋅  15 мин. пешком, ⋅  15 мин. пешком,,,"2-комн. апартаменты, 93,1 м²","93,1 м²",,,,,,,,,Монолитный,,,13965000,150 000,,4 из 7
Нет,"Московская область, Подольск, мкр. Силикатная, Тепличная ул., 9",,Центральное,2001,"16,9 м²",,8 м²,Нет, ⋅  20 мин. на транспорте, ⋅  20 мин. на транспорте,,,"1-комн. квартира, 35 м²",35 м²,Центральное,,,5,,,,,Панельный,Железобетонные,,4450000,127 143,,9 из 10
Нет,"Москва, ЮАО, р-н Даниловский, ул. Кожевнический Вражек, 3",,Центральное,1979,,,,1 пассажирский, ⋅  11 мин. пешком, ⋅  14 мин. пешком, ⋅  15 мин. пешком,Есть,"1-комн. апартаменты, 21 м²",21 м²,,,,1,,1979,,,,,,4500000,214 286,,1 из 9
,"Москва, САО, р-н Хорошевский, ул. Зорге",,,,"27,6 м²",,"10,6 м²",1 пассажирский, ⋅  12 мин. пешком, ⋅  14 мин. пешком, ⋅  15 мин. пешком,,"2-комн. квартира, 54 м²",54 м²,,,Открытая,,,,1 кв. 2022,,Монолитный,,,11515500,213 250,,14 из 27
Нет,"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 21к1",,,2017,30 м²,,10 м²,"2 пассажирских, 2 грузовых", ⋅  10 мин. пешком,,,,"2-комн. квартира, 57 м²",57 м²,Центральное,,,11,,,,,Монолитный,Железобетонные,,25500000,447 368,,11 из 18
Нет,"Москва, ВАО, р-н Богородское, 4-я Гражданская ул., 36",,,2007,,,"12,1 м²","1 пассажирский, 1 грузовой", ⋅  12 мин. пешком, ⋅  4 мин. на транспорте, ⋅  15 мин. пешком,Есть,"2-комн. квартира, 71,9 м²","71,9 м²",Центральное,,Наземная,7,,2007,,,Кирпичный,Железобетонные,,17000000,236 439,,6 из 17
Нет,"Московская область, Видное, ул. Березовая, 10",,,2016,31 м²,,11 м²,1 пассажирский,,,,Есть,"2-комн. квартира, 56 м²",56 м²,Центральное,,,4,,2016,,,Панельный,,,6299000,112 482,,16 из 17
Нет,"Москва, САО, р-н Беговой, Ленинградский просп., 15С28",,,2019,12 м²,,"11,2 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. пешком,,,,"1-комн. апартаменты, 36,18 м²","36,18 м²",,,Подземная,,,,,,Монолитный,,,14657000,405 113,,7 из 7
Нет,"Москва, САО, р-н Беговой, Ленинградский просп., 15С28",,,2019,"31,3 м²",,"10,6 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. пешком,,,,"2-комн. апартаменты, 55,16 м²","55,16 м²",,,Подземная,,,,,,Монолитный,,,22385000,405 819,,5 из 7
Нет,"Москва, СВАО, р-н Северный, Дмитровское ш., 169К3",,,2017,16 м²,,"9,5 м²","1 пассажирский, 1 грузовой", ⋅  15 мин. на транспорте, ⋅  25 мин. пешком, ⋅  15 мин. на транспорте,Есть,"1-комн. квартира, 34,5 м²","34,5 м²",Центральное,,,10,,2017,,,Панельный,Железобетонные,,6490000,188 116,,16 из 17
,"Москва, САО, р-н Савеловский, ул. Юннатов, 4Б",,,,"28,4 м²",,"10,9 м²","2 пассажирских, 1 грузовой", ⋅  10 мин. пешком, ⋅  12 мин. пешком, ⋅  4 мин. на транспорте,,"2-комн. квартира, 56,7 м²","56,7 м²",,,Подземная,,,,1 кв. 2021,,,,,15479100,273 000,,12 из 25
Нет,"Москва, ЮЗАО, р-н Южное Бутово, ул. Поляны, 5",,,2018,12 м²,,18 м²,"1 пассажирский, 1 грузовой", ⋅  <1 мин. на транспорте,,,,"1-комн. квартира, 40,3 м²","40,3 м²",Центральное,,,6,,,,,Монолитный,Железобетонные,,6650000,165 012,,8 из 16
Нет,"Московская область, Красногорск городской округ, Путилково деревня, ул. Садовая, 18",,Центральное,2004,,,,"1 пассажирский, 1 грузовой", ⋅  <1 мин. на транспорте,,,,"1-комн. квартира, 48 м²",48 м²,Центральное,,,6,,,,,Панельный,Железобетонные,,5200000,108 333,,2 из 9
,"Москва, ЮВАО, р-н Лефортово, проезд Невельского, 3к2",,,,27 м²,,10 м²,"2 пассажирских, 1 грузовой", ⋅  12 мин. пешком, ⋅  6 мин. на транспорте, ⋅  6 мин. на транспорте,Есть,"1-комн. квартира, 45,4 м²","45,4 м²",,,Многоуровневая,,,2019,,,,,,14000000,308 370,,6 из 22
Нет,"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 21к2",,,2017,45 м²,,14 м²,Нет, ⋅  10 мин. пешком, ⋅  10 мин. пешком, ⋅  18 мин. пешком,,"2-комн. квартира, 87 м²",87 м²,Центральное,,,2,,2017,,,Монолитный,Железобетонные,,33250000,382 184,,15 из 16
,"Москва, СВАО, р-н Ростокино, ул. 1-я Леонова",,,,"12,1 м²",,"24,8 м²","3 пассажирских, 1 грузовой", ⋅  2 мин. пешком,,,,"1-комн. апартаменты, 40,3 м²","40,3 м²",,,Подземная,,,,4 кв. 2020,,Монолитный,,,10100000,250 620,,10 из 25
Нет,"Москва, ЗАО, р-н Тропарево-Никулино, просп. Вернадского, 91К1",,Центральное,1969,"27,9 м²",,"5,8 м²",1 пассажирский, ⋅  10 мин. пешком, ⋅  15 мин. на транспорте,,,"2-комн. квартира, 44,4 м²","44,4 м²",Центральное,,,4,,,,,Панельный,Железобетонные,,11100000,250 000,,6 из 9
Нет,"Московская область, Щелково, мкр. Богородский, 15",,,2011,18 м²,,11 м²,"1 пассажирский, 1 грузовой", ⋅  33 мин. на транспорте,,,,"1-комн. квартира, 41,5 м²","41,5 м²",Центральное,,,6,,2012,,,Монолитный,Железобетонные,,3900000,93 976,,5 из 17
Нет,"Московская область, Пушкино, мкр. О'Пушкин, Новая Деревня микрорайон, Набережная ул., 35к2",,,2014,"22,2 м²",,"12,6 м²","1 пассажирский, 1 грузовой", ⋅  30 мин. на транспорте,,,,"1-комн. квартира, 49 м²",49 м²,Автономная котельная,,,7,,2014,,,Монолитный,Железобетонные,,5350000,109 184,,9 из 15
,"Московская область, Лосино-Петровский городской округ, Свердловский рп, ул. Набережная, 7",,,,"25,3 м²",,"6,3 м²",Нет, ⋅  55 мин. на транспорте,,,,"2-комн. квартира, 40,1 м²","40,1 м²",,,Наземная,,,1976,,,,,,2250000,56 110,,5 из 5
Нет,"Москва, ЮАО, р-н Орехово-Борисово Южное, Каширское ш., 65к3",,,2018,"16,6 м²",,"14,4 м²","1 пассажирский, 1 грузовой", ⋅  10 мин. пешком,,,,"1-комн. квартира, 39,9 м²","39,9 м²",,,,,,,,,Монолитный,,,7800000,195 489,,12 из 14
,"Москва, ЦАО, р-н Таганский, Нижегородская ул., 32С3",,,,,,,Нет, ⋅  10 мин. на транспорте,,,,"1-комн. апартаменты, 17 м²",17 м²,,,Подземная,,,2019,,,,,,4500000,264 706,,2 из 7
Нет,"Москва, СВАО, р-н Лианозово, Псковская ул., 7К1",,,2006,"30,3 м²",,"8,7 м²",1 пассажирский, ⋅  5 мин. на транспорте, ⋅  13 мин. пешком, ⋅  15 мин. пешком,Есть,"2-комн. квартира, 52,5 м²","52,5 м²",Центральное,,,8,,2006,,,Монолитный,Железобетонные,,9400000,179 048,,3 из 19
