Аварийность,Адрес,Безопасность,Газоснабжение,Год постройки,Жилая,Инфраструктура,Кухня,Лифты,Метро 0,Метро 1,Метро 2,Мусоропровод,Название,Общая,Отопление,Отрицательное соседство,Парковка,Подъезды,Положительное соседство,Построен,Срок сдачи,Строительная серия,Тип дома,Тип перекрытий,Транспорт,Цена,Цена за квадрат,Экология,Этаж
Нет,"Москва, СВАО, р-н Алтуфьевский, Путевой проезд, 38А",,,1977,31 м²,,9 м²,"1 пассажирский, 1 грузовой", ⋅  25 мин. пешком, ⋅  8 мин. пешком, ⋅  31 мин. пешком,Есть,"2-комн. квартира, 53 м²",53 м²,Центральное,,Наземная,1,,1977,,,Кирпичный,Железобетонные,,9200000,173 585,,13 из 15
,"Московская область, Красногорск, мкр. Чернево, бул. Космонавтов, 6",,,,"29,2 м²",,"10,1 м²",, ⋅  7 мин. на транспорте, ⋅  17 мин. на транспорте, ⋅  17 мин. на транспорте,,"2-комн. квартира, 60,4 м²","60,4 м²",,,,,,2013,,,,,,6055000,100 248,,23 из 25
,"Москва, ЮАО, р-н Даниловский, проезд Жуков",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте, ⋅  2 мин. на транспорте,,,"2-комн. апартаменты, 69,5 м²","69,5 м²",,,Подземная,,,,3 кв. 2019,,Монолитный,,,17238447,248 035,,7 из 10
,"Москва, ЮАО, р-н Даниловский, проезд Жуков",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте, ⋅  2 мин. на транспорте,,,"2-комн. апартаменты, 48,9 м²","48,9 м²",,,Подземная,,,,3 кв. 2019,,Монолитный,,,21052111,430 514,,10 из 10
,"Москва, ЦАО, р-н Хамовники, Зубовская ул.",,,,"16,2 м²",,"40,8 м²",, ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 75,03 м²","75,03 м²",,,,,,,3 кв. 2020,,,,,60024000,800 000,,2 из 6
,"Москва, ЦАО, р-н Хамовники, Зубовская ул.",,,,"39,1 м²",,"49,4 м²",, ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 126,62 м²","126,62 м²",,,,,,,3 кв. 2020,,,,,110159400,870 000,,3 из 6
,"Москва, ЦАО, р-н Хамовники, Зубовская ул.",,,,"13,8 м²",,20 м²,, ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 47,72 м²","47,72 м²",,,,,,,3 кв. 2020,,,,,37221600,780 000,,2 из 6
,"Москва, ЦАО, р-н Хамовники, Зубовская ул.",,,,,,,, ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 129,18 м²","129,18 м²",,,,,,,3 кв. 2020,,,,,118845600,920 000,,4 из 6
,"Москва, ЦАО, р-н Хамовники, Зубовская ул.",,,,,,,, ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  3 мин. на транспорте,,"2-комн. апартаменты, 111,62 м²","111,62 м²",,,,,,,3 кв. 2020,,,,,89296000,800 000,,2 из 6
,"Москва, ЦАО, р-н Хамовники, Зубовская ул.",,,,"15,2 м²",,"19,6 м²",, ⋅  10 мин. пешком, ⋅  15 мин. пешком, ⋅  3 мин. на транспорте,,"1-комн. апартаменты, 45,89 м²","45,89 м²",,,,,,,3 кв. 2020,,,,,44513300,970 000,,5 из 6
,"Московская область, Ленинский городской округ, Сапроново деревня, ул. Калиновая",,,,"11,2 м²",,"15,3 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. на транспорте, ⋅  13 мин. на транспорте, ⋅  14 мин. на транспорте,,"1-комн. квартира, 42,2 м²","42,2 м²",,,,,,,4 кв. 2020,,Монолитный,,,4710000,111 611,,13 из 14
,"Москва, СВАО, р-н Свиблово, проезд Серебрякова",,,,,,,"1 пассажирский, 1 грузовой", ⋅  11 мин. пешком, ⋅  13 мин. пешком,,,"2-комн. апартаменты, 86,3 м²","86,3 м²",,,Подземная,,,,3 кв. 2019,,Монолитный,,,12932918,149 860,,2 из 7
,"Москва, СВАО, р-н Свиблово, проезд Серебрякова",,,,,,,"1 пассажирский, 1 грузовой", ⋅  11 мин. пешком, ⋅  13 мин. пешком,,,"2-комн. апартаменты, 60,1 м²","60,1 м²",,,Подземная,,,,3 кв. 2019,,Монолитный,,,9982009,166 090,,4 из 7
,"Москва, СВАО, р-н Свиблово, проезд Серебрякова",,,,,,,"1 пассажирский, 1 грузовой", ⋅  11 мин. пешком, ⋅  13 мин. пешком,,,"2-комн. апартаменты, 87,4 м²","87,4 м²",,,Подземная,,,,3 кв. 2019,,Монолитный,,,14516266,166 090,,4 из 7
,"Московская область, Ленинский городской округ, Южная Битца жилой район, к4",,,,"22,9 м²",,"5,5 м²","1 пассажирский, 1 грузовой", ⋅  5 мин. на транспорте, ⋅  7 мин. на транспорте, ⋅  7 мин. на транспорте,,"2-комн. квартира, 42,2 м²","42,2 м²",,,Открытая,,,,2 кв. 2021,,,,,4950060,117 300,,9 из 26
,"Московская область, Ленинский городской округ, Южная Битца жилой район, к4",,,,"35,7 м²",,"13,4 м²",, ⋅  5 мин. на транспорте, ⋅  7 мин. на транспорте, ⋅  7 мин. на транспорте,,"2-комн. квартира, 66,4 м²","66,4 м²",,,,,,,2 кв. 2021,,,,,6394320,96 300,,10 из 26
,"Москва, СВАО, р-н Ярославский, ул. Красная Сосна",,,,"15,1 м²",,"7,9 м²",, ⋅  12 мин. на транспорте, ⋅  9 мин. на транспорте, ⋅  17 мин. на транспорте,,"1-комн. квартира, 32,5 м²","32,5 м²",,,,,,,1 кв. 2021,,,,,6867250,211 300,,4 из 22
,"Московская область, Мытищи городской округ, Бородино деревня, ул. Малая Бородинская, 1к2",,,,"36,2 м²",,13 м²,1 пассажирский, ⋅  6 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте,,"2-комн. квартира, 65,2 м²","65,2 м²",,,Подземная,,,,4 кв. 2019,,,,,6286910,96 425,,1 из 16
,"Московская область, Мытищи городской округ, Бородино деревня, ул. Малая Бородинская, 1к1",,,,"14,1 м²",,"9,2 м²",1 пассажирский, ⋅  6 мин. на транспорте, ⋅  8 мин. на транспорте, ⋅  8 мин. на транспорте,,"1-комн. квартира, 34,8 м²","34,8 м²",,,Подземная,,,,4 кв. 2019,,,,,4659720,133 900,,16 из 16
,"Московская область, Мытищи городской округ, Нагорное поселок, ш. Липкинское",,,,"11,7 м²",,"9,8 м²",1 пассажирский, ⋅  3 мин. на транспорте, ⋅  4 мин. на транспорте, ⋅  5 мин. на транспорте,,"1-комн. квартира, 34,1 м²","34,1 м²",,,Подземная,,,,1 кв. 2021,,Монолитный,,,3979470,116 700,,2 из 22
Нет,"Москва, ВАО, р-н Соколиная гора, Фортунатовская ул., 17",,Центральное,1973,24 м²,,"6,5 м²","1 пассажирский, 1 грузовой", ⋅  5 мин. пешком, ⋅  9 мин. пешком, ⋅  19 мин. пешком,Есть,"1-комн. квартира, 41 м²",41 м²,Центральное,,Наземная,2,,1973,,,Блочный,Железобетонные,,6850000,167 073,,10 из 12
,"Москва, ЦАО, р-н Хамовники, Гоголевский бул., 8",,,,32 м²,,,1 пассажирский, ⋅  1 мин. пешком, ⋅  10 мин. пешком, ⋅  12 мин. пешком,Есть,"Студия, 50 м²",50 м²,,,,,,1931,,,Кирпичный,,,27300000,546 000,,8 из 8
,"Москва, СВАО, р-н Свиблово, проезд Серебрякова, 11к1",,,,"34,5 м²",,"26,1 м²","1 пассажирский, 1 грузовой", ⋅  10 мин. пешком,,,,"2-комн. квартира, 82,9 м²","82,9 м²",,,,,,,,,,,,16028000,193 341,,15 из 20
,"Москва, САО, р-н Хорошевский, ул. Зорге",,,,,,,"1 пассажирский, 1 грузовой", ⋅  2 мин. на транспорте,,,,"2-комн. апартаменты, 54,47 м²","54,47 м²",,,Подземная,,,,4 кв. 2021,,Монолитный,,,10315019,189 371,,6 из 20
Нет,"Москва, ЮАО, р-н Чертаново Южное, Чертановская ул., 47К2",,,1971,19 м²,,"9,5 м²",1 пассажирский, ⋅  13 мин. пешком, ⋅  17 мин. пешком, ⋅  34 мин. пешком,Есть,"1-комн. квартира, 35 м²",35 м²,Центральное,,,1,,1971,,И-209,Блочный,Железобетонные,,7350000,210 000,,10 из 14
,"Москва, ЮАО, р-н Даниловский, Восточная ул., 4К1",,,,"17,3 м²",,"12,7 м²",, ⋅  4 мин. на транспорте, ⋅  3 мин. на транспорте, ⋅  3 мин. на транспорте,,"1-комн. квартира, 46,61 м²","46,61 м²",,,,,,,4 кв. 2021,,,,,12957113,277 990,,9 из 27
Нет,"Москва, ЮАО, р-н Даниловский, Люсиновская ул., 68",,Центральное,1927,"40,3 м²",,"6,1 м²",1 пассажирский, ⋅  9 мин. пешком, ⋅  14 мин. пешком, ⋅  15 мин. пешком,Есть,"2-комн. квартира, 63,9 м²","63,9 м²",,,,4,,1927,,,,,,13700000,214 397,,5 из 6
,"Московская область, Видное, ул. Ермолинская",,,,"11,7 м²",,"15,5 м²","1 пассажирский, 1 грузовой", ⋅  13 мин. на транспорте, ⋅  13 мин. на транспорте, ⋅  14 мин. на транспорте,,"1-комн. квартира, 39,6 м²","39,6 м²",,,,,,,4 кв. 2021,,Монолитный,,,3970000,100 253,,2 из 14
,"Московская область, Видное, ул. Ермолинская",,,,"12,1 м²",,16 м²,, ⋅  13 мин. на транспорте, ⋅  13 мин. на транспорте, ⋅  14 мин. на транспорте,,"1-комн. квартира, 40,2 м²","40,2 м²",,,,,,,4 кв. 2021,,,,,3960000,98 507,,2 из 14
Нет,"Москва, САО, р-н Хорошевский, Ходынский бул., 5к4",,Центральное,2006,"31,4 м²",,15 м²,"1 пассажирский, 1 грузовой", ⋅  5 мин. пешком, ⋅  15 мин. пешком, ⋅  15 мин. пешком,,"2-комн. квартира, 65 м²",65 м²,Центральное,,,1,,,,,Монолитный,Железобетонные,,20600000,316 923,,17 из 33
Нет,"Москва, САО, р-н Хорошевский, ул. Викторенко, вл11",,,2018,22 м²,,17 м²,Нет, ⋅  9 мин. пешком, ⋅  5 мин. на транспорте, ⋅  18 мин. пешком,,"1-комн. квартира, 50,5 м²","50,5 м²",Индивидуальный тепловой пункт,,,9,,2018,,,Монолитный,Железобетонные,,16878720,334 232,,15 из 15
Нет,"Москва, САО, р-н Хорошевский, ул. Викторенко, вл11",,,2018,,,,"1 пассажирский, 1 грузовой", ⋅  9 мин. пешком, ⋅  18 мин. пешком,,,"2-комн. квартира, 66,1 м²","66,1 м²",Индивидуальный тепловой пункт,,Подземная,9,,2018,,,Монолитный,Железобетонные,,23893000,361 467,,15 из 15
Нет,"Москва, САО, р-н Хорошевский, ул. Викторенко, вл11",,,2018,,,,"1 пассажирский, 1 грузовой", ⋅  9 мин. пешком, ⋅  18 мин. пешком,,Есть,"2-комн. квартира, 73 м²",73 м²,Индивидуальный тепловой пункт,,Подземная,9,,2018,,,Монолитный,Железобетонные,,19600000,268 493,,3 из 15
Нет,"Москва, ЗАО, р-н Можайский, Рябиновая ул., 3к4",,,2019,,,,"2 пассажирских, 1 грузовой", ⋅  3 мин. на транспорте, ⋅  4 мин. на транспорте, ⋅  6 мин. на транспорте,Есть,"2-комн. квартира, 64 м²",64 м²,Центральное,,Подземная,1,,2019,,,Монолитный,,,12550000,196 094,,2 из 25
,"Московская область, Люберцы городской округ, Красково дп, ш. Егорьевское, 1к1",,,,10 м²,,,"1 пассажирский, 1 грузовой",,,,,"1-комн. квартира, 32,5 м²","32,5 м²",,,,,,2018,,,,,,4800000,147 692,,3 из 17
